,onset,description
3445,1101.7549302471725,TargetCovertVowelO
3446,1101.754961660682,CovertVowelO
3447,1101.755015556556,CovertStartISI
3448,1102.53799552066,CovertEndISI
3449,1102.5380678948331,ISICovertVowelO
3450,1102.538121482703,CovertStartSpeech
3451,1104.0382548295265,CovertEndSpeech
3452,1104.0382853190204,SpeechCovertVowelO
3453,1104.0383312077638,CovertStartITI
3454,1104.5382423028768,CovertEndITI
3455,1104.538269097311,ITICovertVowelO
3456,1104.538850248735,CovertStartFixation
3457,1105.2383066874954,CovertEndFixation
3458,1105.23833409694,FixationCovertVowel:O
3459,1105.2405090272068,CovertStartStimulus
3460,1105.9881662465496,CovertEndStimulus
3461,1105.9881915009582,TargetCovertVowelI
3462,1105.9882213744422,CovertVowelI
3463,1105.9882740382964,CovertStartISI
3464,1106.6380892901207,CovertEndISI
3465,1106.638158893249,ISICovertVowelI
3466,1106.6381964658585,CovertStartSpeech
3467,1108.138156421871,CovertEndSpeech
3468,1108.138229412054,SpeechCovertVowelI
3469,1108.1382639056137,CovertStartITI
3470,1108.6381294199864,CovertEndITI
3471,1108.6382104182994,ITICovertVowelI
3472,1108.638691785105,CovertStartFixation
3473,1109.5881358014421,CovertEndFixation
3474,1109.588160131836,FixationCovertVowel:I
3475,1109.5914573273003,CovertStartStimulus
3476,1110.3380409412339,CovertEndStimulus
3477,1110.3381139314179,TargetCovertVowelSilencio
3478,1110.3381324097172,CovertSilence
3479,1110.3381742943966,CovertStartISI
3480,1111.2546602093144,CovertEndISI
3481,1111.254728888427,ISICovertVowelSilencio
3482,1111.2547664610365,CovertStartSpeech
3483,1112.7546959275542,CovertEndSpeech
3484,1112.7547679937225,SpeechCovertVowelSilencio
3485,1112.7548003312477,CovertStartITI
3486,1113.2549695105436,CovertEndITI
3487,1113.255052664892,ITICovertVowelSilencio
3488,1113.2556880201946,CovertStartFixation
3489,1113.8712803110893,CovertEndFixation
3490,1113.8713071055245,FixationCovertVowel:Silencio
3491,1113.8733434455435,CovertStartStimulus
3492,1114.6215445517055,CovertEndStimulus
3493,1114.621619389919,TargetCovertVowelE
3494,1114.6216477233775,CovertVowelE
3495,1114.6217077793517,CovertStartISI
3496,1115.3715229896852,CovertEndISI
3497,1115.3715972118898,ISICovertVowelE
3498,1115.3716504917538,CovertStartSpeech
3499,1116.8713591386904,CovertEndSpeech
3500,1116.8714327458838,SpeechCovertVowelE
3501,1116.8714660064225,CovertStartITI
3502,1117.3712884050965,CovertEndITI
3503,1117.3713133505016,ITICovertVowelE
3504,1117.3718187406967,CovertStartFixation
3505,1118.1713912448504,CovertEndFixation
3506,1118.1714177302792,FixationCovertVowel:E
3507,1118.1734078745503,CovertStartStimulus
3508,1118.9215698670769,CovertEndStimulus
3509,1118.9216588725203,TargetCovertVowelA
3510,1118.9216875139846,CovertVowelA
3511,1118.9217651242434,CovertStartISI
3512,1119.9050514423361,CovertEndISI
3513,1119.9051336716693,ISICovertVowelA
3514,1119.9051887995638,CovertStartSpeech
3515,1121.4049205448746,CovertEndSpeech
3516,1121.4050049302432,SpeechCovertVowelA
3517,1121.4050532830279,CovertStartITI
3518,1121.9051710304902,CovertEndITI
3519,1121.9052566478786,ITICovertVowelA
3520,1135.4067185485328,OvertStartFixation
3521,1136.1213366681422,OvertEndFixation
3522,1136.1214130463804,FixationOvertVowelE
3523,1136.1234139698254,OvertStartStimulus
3524,1136.8715445488433,OvertEndStimulus
3525,1136.871628318202,TargetOvertVowelU
3526,1136.8716646597913,OvertVowelU
3527,1136.8717222517243,OvertStartISI
3528,1137.688055758661,OvertEndISI
3529,1137.6880840931199,ISIOvertVowelU
3530,1137.688142916074,OvertStartSpeech
3531,1139.1881462967904,OvertEndSpeech
3532,1139.1882242150532,SpeechOvertVowelU
3533,1139.1882627116775,OvertStartITI
3534,1139.6879643833936,OvertEndITI
3535,1139.6879887137884,ITIOvertVowelU
3536,1139.688463921494,OvertStartFixation
3537,1140.2546832728021,OvertEndFixation
3538,1140.254711607261,FixationOvertVowelU
3539,1140.257419644172,OvertStartStimulus
3540,1141.0051741840916,OvertEndStimulus
3541,1141.0052570294356,TargetOvertVowelSilencio
3542,1141.00528875095,OvertSilence
3543,1141.0053478829086,OvertStartISI
3544,1141.838264382739,OvertEndISI
3545,1141.8383466130726,ISIOvertVowelSilencio
3546,1141.8384057440317,OvertStartSpeech
3547,1143.338244050071,OvertEndSpeech
3548,1143.33826991949,SpeechOvertVowelSilencio
3549,1143.3383195042934,OvertStartITI
3550,1143.8381446740132,OvertEndITI
3551,1143.838218280206,ITIOvertVowelSilencio
3552,1143.8387889604592,OvertStartFixation
3553,1144.388211892412,OvertEndFixation
3554,1144.3882356057957,FixationOvertVowelSilencio
3555,1144.390229138121,OvertStartStimulus
3556,1145.1382072686665,OvertEndStimulus
3557,1145.1382873429657,TargetOvertVowelA
3558,1145.1383187564752,OvertVowelA
3559,1145.1383760394037,OvertStartISI
3560,1145.9050298637785,OvertEndISI
3561,1145.9050609692822,ISIOvertVowelA
3562,1145.905118869222,OvertStartSpeech
3563,1147.405092375453,OvertEndSpeech
3564,1147.4051749137907,SpeechOvertVowelA
3565,1147.4052260376202,OvertStartITI
3566,1147.9050087066498,OvertEndITI
3567,1147.9050388881396,ITIOvertVowelA
3568,1147.9056040253026,OvertStartFixation
3569,1148.7048072654688,OvertEndFixation
3570,1148.704887955777,FixationOvertVowelA
3571,1148.7049698771061,OvertStartStimulus
3572,1149.4549630983265,OvertEndStimulus
3573,1149.4550545668098,TargetOvertVowelA
3574,1149.455085365309,OvertVowelA
3575,1149.4551435722533,OvertStartISI
3576,1150.0548519775884,OvertEndISI
3577,1150.0549237357527,ISIOvertVowelA
3578,1150.0549720885365,OvertStartSpeech
3579,1151.5547272402273,OvertEndSpeech
3580,1151.5548002304104,SpeechOvertVowelA
3581,1151.554870140545,OvertStartITI
3582,1152.0547775405967,OvertEndITI
3583,1152.0548576138954,ITIOvertVowelA
3584,1152.055467715788,OvertStartFixation
3585,1152.6046818393543,OvertEndFixation
3586,1152.604760681632,FixationOvertVowelA
3587,1152.6066673635496,OvertStartStimulus
3588,1153.3548820199303,OvertEndStimulus
3589,1153.3549627102393,TargetOvertVowelO
3590,1153.3549962797833,OvertVowelO
3591,1153.3550554107414,OvertStartISI
3592,1154.221369187113,OvertEndISI
3593,1154.2214483373964,ISIOvertVowelO
3594,1154.2214911460906,OvertStartSpeech
3595,1155.721393818174,OvertEndSpeech
3596,1155.721471428431,SpeechOvertVowelO
3597,1155.721508694036,OvertStartITI
3598,1156.221509101597,OvertEndITI
3599,1156.22159009991,ITIOvertVowelO
3600,1156.2222026648424,OvertStartFixation
3601,1157.1213572037304,OvertEndFixation
3602,1157.1214255748391,FixationOvertVowelO
3603,1157.1234074029744,OvertStartStimulus
3604,1157.8714018567844,OvertEndStimulus
3605,1157.8714773110078,TargetOvertVowelA
3606,1157.8714976373376,OvertVowelA
3607,1157.8715466061321,OvertStartISI
3608,1158.788078100788,OvertEndISI
3609,1158.7881535550114,ISIOvertVowelA
3610,1158.7881954396908,OvertStartSpeech
3611,1160.2880774774394,OvertEndSpeech
3612,1160.2881569357278,SpeechOvertVowelA
3613,1160.2881935843225,OvertStartITI
3614,1160.7882029240272,OvertEndITI
3615,1160.7882888494205,ITIOvertVowelA
3616,1160.7887908515604,OvertStartFixation
3617,1161.5881530073038,OvertEndFixation
3618,1161.5882318495824,FixationOvertVowelA
3619,1161.5913470320947,OvertStartStimulus
3620,1162.3380295056313,OvertEndStimulus
3621,1162.3381095799296,TargetOvertVowelSilencio
3622,1162.338131446284,OvertSilence
3623,1162.3381797980683,OvertStartISI
3624,1163.0049513108406,OvertEndISI
3625,1163.0050313841384,ISIOvertVowelSilencio
3626,1163.0050769648778,OvertStartSpeech
3627,1164.5049072627871,OvertEndSpeech
3628,1164.5049793289554,SpeechOvertVowelSilencio
3629,1164.5050310697943,OvertStartITI
3630,1165.0048316011143,OvertEndITI
3631,1165.0049107503974,ITIOvertVowelSilencio
3632,1165.0054306148268,OvertStartFixation
3633,1165.6381457823718,OvertEndFixation
3634,1165.6382267796853,FixationOvertVowelSilencio
3635,1165.6402440253942,OvertStartStimulus
3636,1166.388224927985,OvertEndStimulus
3637,1166.3883043862743,TargetOvertVowelA
3638,1166.3883364157928,OvertVowelA
3639,1166.3883970867764,OvertStartISI
3640,1167.1714010732703,OvertEndISI
3641,1167.1714746804637,ISIOvertVowelA
3642,1167.1715153331234,OvertStartSpeech
3643,1168.6714195452314,OvertEndSpeech
3644,1168.6714922274095,SpeechOvertVowelA
3645,1168.6715298010186,OvertStartITI
3646,1169.1713675969422,OvertEndITI
3647,1169.1714442831853,ITIOvertVowelA
3648,1169.1719416652504,OvertStartFixation
3649,1169.7215940399228,OvertEndFixation
3650,1169.7216180623127,FixationOvertVowelA
3651,1169.7236553263474,OvertStartStimulus
3652,1170.4713682895926,OvertEndStimulus
3653,1170.471444359826,TargetOvertVowelO
3654,1170.471467766206,OvertVowelO
3655,1170.4715145779646,OvertStartISI
3656,1171.471693096967,OvertEndISI
3657,1171.47177471129,ISIOvertVowelO
3658,1171.471833534244,OvertStartSpeech
3659,1172.9714156031278,OvertEndSpeech
3660,1172.9714929053825,SpeechOvertVowelO
3661,1172.9715304789916,OvertStartITI
3662,1173.4714976250116,OvertEndITI
3663,1173.471570616196,ITIOvertVowelO
3664,1173.4721788690586,OvertStartFixation
3665,1174.2380448896583,OvertEndFixation
3666,1174.2381178798414,FixationOvertVowelO
3667,1174.240038420984,OvertStartStimulus
3668,1174.9881228042523,OvertEndStimulus
3669,1174.9881988744864,TargetOvertVowelA
3670,1174.9882198168252,OvertVowelA
3671,1174.9882666285848,OvertStartISI
3672,1175.7714821955087,OvertEndISI
3673,1175.7715527216533,ISIOvertVowelA
3674,1175.7715961463573,OvertStartSpeech
3675,1177.271405193921,OvertEndSpeech
3676,1177.2714763360746,SpeechOvertVowelA
3677,1177.2715148336993,OvertStartITI
3678,1177.7715198613341,OvertEndITI
3679,1177.7716045547077,ITIOvertVowelA
3680,1177.772191250221,OvertStartFixation
3681,1178.521380960413,OvertEndFixation
3682,1178.5214594946865,FixationOvertVowelA
3683,1178.5240705190245,OvertStartStimulus
3684,1179.2714502518666,OvertEndStimulus
3685,1179.2715266301047,TargetOvertVowelSilencio
3686,1179.2715472644395,OvertSilence
3687,1179.2715931531839,OvertStartISI
3688,1180.2714310496622,OvertEndISI
3689,1180.2715101999456,ISIOvertVowelSilencio
3690,1180.2715533166456,OvertStartSpeech
3691,1181.771460608803,OvertEndSpeech
3692,1181.7715299029269,SpeechOvertVowelSilencio
3693,1181.7715653205014,OvertStartITI
3694,1182.2715826673366,OvertEndITI
3695,1182.2716562735295,ITIOvertVowelSilencio
3696,1182.2722953248913,OvertStartFixation
3697,1183.0713963173994,OvertEndFixation
3698,1183.0714255748744,FixationOvertVowelSilencio
3699,1183.0715065731874,OvertStartStimulus
3700,1183.8216229844065,OvertEndStimulus
3701,1183.8216460827807,TargetOvertVowelSilencio
3702,1183.8216774962902,OvertSilence
3703,1183.821735704234,OvertStartISI
3704,1184.4381909451222,OvertEndISI
3705,1184.4382593162309,ISIOvertVowelSilencio
3706,1184.438308284025,OvertStartSpeech
3707,1185.9380754469103,OvertEndSpeech
3708,1185.9380994692992,SpeechOvertVowelSilencio
3709,1185.9381419699885,OvertStartITI
3710,1186.4381491536597,OvertEndITI
3711,1186.4382224518467,ITIOvertVowelSilencio
3712,1186.4386915004534,OvertStartFixation
3713,1187.1715387476497,OvertEndFixation
3714,1187.1716117378328,FixationOvertVowelSilencio
3715,1187.1735994180635,OvertStartStimulus
3716,1187.9215233447312,OvertEndStimulus
3717,1187.9215482911359,TargetOvertVowelI
3718,1187.9215713895092,OvertVowelI
3719,1187.9216197412934,OvertStartISI
3720,1188.5214149960384,OvertEndISI
3721,1188.521493838317,ISIOvertVowelI
3722,1188.521536955016,OvertStartSpeech
3723,1190.021427923909,OvertEndSpeech
3724,1190.0215030701274,SpeechOvertVowelI
3725,1190.0215554259767,OvertStartITI
3726,1190.5215727728119,OvertEndITI
3727,1190.5216537711249,ITIOvertVowelI
3728,1190.5221699394942,OvertStartFixation
3729,1191.5048033470011,OvertEndFixation
3730,1191.504880957259,FixationOvertVowelI
3731,1191.5068018064067,OvertStartStimulus
3732,1192.254885573664,OvertEndStimulus
3733,1192.2549068240096,TargetOvertVowelA
3734,1192.2549274583434,OvertVowelA
3735,1192.2549755021228,OvertStartISI
3736,1193.0547645147872,OvertEndISI
3737,1193.0548390449958,ISIOvertVowelA
3738,1193.0548809296743,OvertStartSpeech
3739,1194.5549917941344,OvertEndSpeech
3740,1194.5550687883815,SpeechOvertVowelA
3741,1194.5551211442316,OvertStartITI
3742,1195.0548748627907,OvertEndITI
3743,1195.0549567851194,ITIOvertVowelA
3744,1195.0555299294128,OvertStartFixation
3745,1195.988240351413,OvertEndFixation
3746,1195.9883188856866,FixationOvertVowelA
3747,1195.9916216252414,OvertStartStimulus
3748,1196.7381057625616,OvertEndStimulus
3749,1196.7381846048393,TargetOvertVowelSilencio
3750,1196.7382058551839,OvertSilence
3751,1196.7382520509336,OvertStartISI
3752,1197.2550513438891,OvertEndISI
3753,1197.2551117068679,ISIOvertVowelSilencio
3754,1197.2551699148116,OvertStartSpeech
3755,1198.7547507516756,OvertEndSpeech
3756,1198.7548280539304,SpeechOvertVowelSilencio
3757,1198.7548797937689,OvertStartITI
3758,1199.2546944923179,OvertEndITI
3759,1199.2547721025767,ITIOvertVowelSilencio
3760,1199.2553326196648,OvertStartFixation
3761,1200.088181057392,OvertEndFixation
3762,1200.0882611306906,FixationOvertVowelSilencio
3763,1200.0883424370086,OvertStartStimulus
3764,1200.8383368892491,OvertEndStimulus
3765,1200.838360911639,TargetOvertVowelSilencio
3766,1200.8383920171436,OvertSilence
3767,1200.8384505330923,OvertStartISI
3768,1201.7216882318862,OvertEndISI
3769,1201.7217643021195,ISIOvertVowelSilencio
3770,1201.7218222020583,OvertStartSpeech
3771,1203.2214621698813,OvertEndSpeech
3772,1203.221487424291,SpeechOvertVowelSilencio
3773,1203.2215376241047,OvertStartITI
3774,1203.721432396952,OvertEndITI
3775,1203.7215096992059,ITIOvertVowelSilencio
3776,1203.7219972251114,OvertStartFixation
3777,1204.5214163577775,OvertEndFixation
3778,1204.5214927360166,FixationOvertVowelSilencio
3779,1204.5234024979836,OvertStartStimulus
3780,1205.271541392136,OvertEndStimulus
3781,1205.2716146913253,TargetOvertVowelA
3782,1205.271645796829,OvertVowelA
3783,1205.271705235793,OvertStartISI
3784,1205.8880998056966,OvertEndISI
3785,1205.8881774159554,ISIOvertVowelA
3786,1205.8882229966948,OvertStartSpeech
3787,1207.3884083913608,OvertEndSpeech
3788,1207.3884933927402,SpeechOvertVowelA
3789,1207.3885451325787,OvertStartITI
3790,1207.8880749535083,OvertEndITI
3791,1207.8881423996027,ITIOvertVowelA
3792,1207.8886163752877,OvertStartFixation
3793,1208.6215791143568,OvertEndFixation
3794,1208.6216598036663,FixationOvertVowelA
3795,1208.623758355694,OvertStartStimulus
3796,1209.3713946326961,OvertEndStimulus
3797,1209.3714195791008,TargetOvertVowelU
3798,1209.3714439084952,OvertVowelU
3799,1209.3714944173153,OvertStartISI
3800,1210.1380980408749,OvertEndISI
3801,1210.1381263743342,ISIOvertVowelU
3802,1210.1381864303085,OvertStartSpeech
3803,1211.6383114609962,OvertEndSpeech
3804,1211.638392767315,SpeechOvertVowelU
3805,1211.6384457391732,OvertStartITI
3806,1212.138213932968,OvertEndITI
3807,1212.1382881551726,ITIOvertVowelU
3808,1212.1387990884568,OvertStartFixation
3809,1212.8881695805803,OvertEndFixation
3810,1212.8882428797688,FixationOvertVowelU
3811,1212.8901504857004,OvertStartStimulus
3812,1213.6381400114306,OvertEndStimulus
3813,1213.6381683458903,TargetOvertVowelA
3814,1213.6381880562103,OvertVowelA
3815,1213.6382351759748,OvertStartISI
3816,1214.538110995557,OvertEndISI
3817,1214.538182138711,ISIOvertVowelA
3818,1214.53822525541,OvertStartSpeech
3819,1216.0383185645842,OvertEndSpeech
3820,1216.0383450510126,SpeechOvertVowelA
3821,1216.0383967908529,OvertStartITI
3822,1216.538128644058,OvertEndITI
3823,1216.5381545134778,ITIOvertVowelA
3824,1216.5386568236217,OvertStartFixation
3825,1217.405191110569,OvertEndFixation
3826,1217.4052736489075,FixationOvertVowelA
3827,1217.407412853595,OvertStartStimulus
3828,1218.1552754932673,OvertEndStimulus
3829,1218.1553029027127,TargetOvertVowelE
3830,1218.1553367802617,OvertVowelE
3831,1218.15539652823,OvertStartISI
3832,1219.0049526888743,OvertEndISI
3833,1219.0050244470385,ISIOvertVowelE
3834,1219.005066331717,OvertStartSpeech
3835,1220.504936974281,OvertEndSpeech
3836,1220.5050111974842,SpeechOvertVowelE
3837,1220.5050641693433,OvertStartITI
3838,1221.0051548143665,OvertEndITI
3839,1221.005239199736,ITIOvertVowelE
3840,1245.8897702870781,CovertStartFixation
3841,1246.6547705846397,CovertEndFixation
3842,1246.6548469628788,FixationCovertVowel:A
3843,1246.6575091120458,CovertStartStimulus
3844,1247.404977233322,CovertEndStimulus
3845,1247.405004951771,TargetCovertVowelSilencio
3846,1247.4050348252558,CovertSilence
3847,1247.4050856410795,CovertStartISI
3848,1248.1550831743698,CovertEndISI
3849,1248.1551164359098,ISICovertVowelSilencio
3850,1248.1551706387881,CovertStartSpeech
3851,1249.6549128562692,CovertEndSpeech
3852,1249.654992313558,SpeechCovertVowelSilencio
3853,1249.6550289631523,CovertStartITI
3854,1250.1552036855392,CovertEndITI
3855,1250.1552831438266,ITICovertVowelSilencio
3856,1250.1558291856818,CovertStartFixation
3857,1250.7381036593242,CovertEndFixation
3858,1250.738181577588,FixationCovertVowel:Silencio
3859,1250.740140615354,CovertStartStimulus
3860,1251.4881138188202,CovertEndStimulus
3861,1251.488142461284,TargetCovertVowelA
3862,1251.4881711027492,CovertVowelA
3863,1251.4882240746074,CovertStartISI
3864,1252.2881452084148,CovertEndISI
3865,1252.2882206626382,ISICovertVowelA
3866,1252.2882603912822,CovertStartSpeech
3867,1253.7882964175278,CovertEndSpeech
3868,1253.7883712557414,SpeechCovertVowelA
3869,1253.7884180685005,CovertStartITI
3870,1254.2881314424058,CovertEndITI
3871,1254.2882065886251,ITICovertVowelA
3872,1254.28870520271,CovertStartFixation
3873,1254.9714496064835,CovertEndFixation
3874,1254.9715256767167,FixationCovertVowel:A
3875,1254.9715845006713,CovertStartStimulus
3876,1255.7214699291435,CovertEndStimulus
3877,1255.7215404562876,TargetCovertVowelA
3878,1255.7215580105722,CovertVowelA
3879,1255.7216011272712,CovertStartISI
3880,1256.621612149047,CovertEndISI
3881,1256.621705465559,ISICovertVowelA
3882,1256.621758745423,CovertStartSpeech
3883,1258.1214519941104,CovertEndSpeech
3884,1258.12147724852,SpeechCovertVowelA
3885,1258.1215120490842,CovertStartITI
3886,1258.621698783666,CovertEndITI
3887,1258.621782245019,ITICovertVowelA
3888,1258.6222820911244,CovertStartFixation
3889,1259.221437370491,CovertEndFixation
3890,1259.221506048606,FixationCovertVowel:A
3891,1259.2234118075075,CovertStartStimulus
3892,1259.9716960670175,CovertEndStimulus
3893,1259.9717749092952,TargetCovertVowelE
3894,1259.9717964676447,CovertVowelE
3895,1259.9718398923487,CovertStartISI
3896,1260.5048766275968,CovertEndISI
3897,1260.5049021900113,ISICovertVowelE
3898,1260.504956393891,CovertStartSpeech
3899,1262.0049018746668,CovertEndSpeech
3900,1262.0049708617862,SpeechCovertVowelE
3901,1262.0050053543455,CovertStartITI
3902,1262.5049546390765,CovertEndITI
3903,1262.5050405644697,ITICovertVowelE
3904,1262.5055641239596,CovertStartFixation
3905,1263.054732667786,CovertEndFixation
3906,1263.0547573051863,FixationCovertVowel:E
3907,1263.0571706093178,CovertStartStimulus
3908,1263.8049045149037,CovertEndStimulus
3909,1263.8049793531172,TargetCovertVowelU
3910,1263.8050107666259,CovertVowelU
3911,1263.80506343048,CovertStartISI
3912,1264.5549463959132,CovertEndISI
3913,1264.555034169336,ISICovertVowelU
3914,1264.5550883732149,CovertStartSpeech
3915,1266.0550551043361,CovertEndSpeech
3916,1266.0551373346698,SpeechCovertVowelU
3917,1266.0551841464294,CovertStartITI
3918,1266.554961272369,CovertEndITI
3919,1266.555044117712,ITICovertVowelU
3920,1266.5555310286072,CovertStartFixation
3921,1267.4714641255614,CovertEndFixation
3922,1267.4715340356943,FixationCovertVowel:U
3923,1267.4734505737715,CovertStartStimulus
3924,1268.2214927633559,CovertEndStimulus
3925,1268.2215272569147,TargetCovertVowelE
3926,1268.221545427209,CovertVowelE
3927,1268.2215879278992,CovertStartISI
3928,1268.821604001224,CovertEndISI
3929,1268.821684075523,ISICovertVowelE
3930,1268.8217247281818,CovertStartSpeech
3931,1270.3214540104536,CovertEndSpeech
3932,1270.3215310037012,SpeechCovertVowelE
3933,1270.3215642652403,CovertStartITI
3934,1270.8214085302689,CovertEndITI
3935,1270.8214325516592,ITICovertVowelE
3936,1270.82190560433,CovertStartFixation
3937,1271.555039577176,CovertEndFixation
3938,1271.5551184194537,FixationCovertVowel:E
3939,1271.5572314457168,CovertStartStimulus
3940,1272.3048206019557,CovertEndStimulus
3941,1272.3048982122136,TargetCovertVowelA
3942,1272.304916690513,CovertVowelA
3943,1272.3049595002076,CovertStartISI
3944,1273.2714962097034,CovertEndISI
3945,1273.2715725879425,ISICovertVowelA
3946,1273.2716107765618,CovertStartSpeech
3947,1274.7714903512706,CovertEndSpeech
3948,1274.7715193007398,SpeechCovertVowelA
3949,1274.7715670365142,CovertStartITI
3950,1275.2715548178685,CovertEndITI
3951,1275.2716382802219,ITICovertVowelA
3952,1275.2722483811158,CovertStartFixation
3953,1275.9217186993465,CovertEndFixation
3954,1275.9217932295542,FixationCovertVowel:A
3955,1275.923910875892,CovertStartStimulus
3956,1276.6716312312583,CovertEndStimulus
3957,1276.671705761467,TargetCovertVowelI
3958,1276.671734710936,CovertVowelI
3959,1276.6717864507755,CovertStartISI
3960,1277.5215600429456,CovertEndISI
3961,1277.5216339571434,ISICovertVowelI
3962,1277.5216881610231,CovertStartSpeech
3963,1279.0214845813834,CovertEndSpeech
3964,1279.0215551085266,SpeechCovertVowelI
3965,1279.021587138046,CovertStartITI
3966,1279.5215656802511,CovertEndITI
3967,1279.5216439055202,ITICovertVowelI
3968,1279.5221342044697,CovertStartFixation
3969,1280.1383168869388,CovertEndFixation
3970,1280.1384046603616,FixationCovertVowel:I
3971,1280.140476725961,CovertStartStimulus
3972,1280.8881434924579,CovertEndStimulus
3973,1280.8881681308567,TargetCovertVowelE
3974,1280.888187225166,CovertVowelE
3975,1280.8882309578757,CovertStartISI
3976,1281.8382696758563,CovertEndISI
3977,1281.8383506741693,ISICovertVowelE
3978,1281.8383940988733,CovertStartSpeech
3979,1283.3384769368768,CovertEndSpeech
3980,1283.3385021912873,SpeechCovertVowelE
3981,1283.3385496200553,CovertStartITI
3982,1283.8383362921504,CovertEndITI
3983,1283.8384135944043,ITICovertVowelE
3984,1283.8389830426377,CovertStartFixation
3985,1284.521704348037,CovertEndFixation
3986,1284.5217875023845,FixationCovertVowel:E
3987,1284.5238521758638,CovertStartStimulus
3988,1285.2716904861427,CovertEndStimulus
3989,1285.271772099466,TargetCovertVowelO
3990,1285.2718038209805,CovertVowelO
3991,1285.2718567928396,CovertStartISI
3992,1285.8717456721015,CovertEndISI
3993,1285.871775546586,ISICovertVowelO
3994,1285.8718294424598,CovertStartSpeech
3995,1287.3715257701979,CovertEndSpeech
3996,1287.371602456441,SpeechCovertVowelO
3997,1287.3716344859604,CovertStartITI
3998,1287.871690329419,CovertEndITI
3999,1287.871770403718,ITICovertVowelO
4000,1287.872258546633,CovertStartFixation
4001,1288.604798432846,CovertEndFixation
4002,1288.604875735099,FixationCovertVowel:O
4003,1288.6067814940016,CovertStartStimulus
4004,1289.3548279956558,CovertEndStimulus
4005,1289.354900677834,TargetCovertVowelU
4006,1289.3549225441893,CovertVowelU
4007,1289.3549647368727,CovertStartISI
4008,1290.254825465211,CovertEndISI
4009,1290.2548959923552,ISICovertVowelU
4010,1290.2549354129933,CovertStartSpeech
4011,1291.7550130159134,CovertEndSpeech
4012,1291.7550940142273,SpeechCovertVowelU
4013,1291.755148526111,CovertStartITI
4014,1292.2547501042045,CovertEndITI
4015,1292.2547787466683,ITICovertVowelU
4016,1292.255297687083,CovertStartFixation
4017,1293.0716176437982,CovertEndFixation
4018,1293.0716930980225,FixationCovertVowel:U
4019,1293.0744932194266,CovertStartStimulus
4020,1293.8217026415077,CovertEndStimulus
4021,1293.821778403736,TargetCovertVowelSilencio
4022,1293.8218064291905,CovertSilence
4023,1293.8218597090545,CovertStartISI
4024,1294.5382770278384,CovertEndISI
4025,1294.5383574101415,ISICovertVowelSilencio
4026,1294.538409149981,CovertStartSpeech
4027,1296.038173232816,CovertEndSpeech
4028,1296.0382446829744,SpeechCovertVowelSilencio
4029,1296.0382779445144,CovertStartITI
4030,1296.538315618678,CovertEndITI
4031,1296.538394767962,ITICovertVowelSilencio
4032,1296.5391911958768,CovertStartFixation
4033,1297.5049662790225,CovertEndFixation
4034,1297.5050469693315,FixationCovertVowel:Silencio
4035,1297.507673700924,CovertStartStimulus
4036,1298.255223128519,CovertEndStimulus
4037,1298.2552483819281,TargetCovertVowelA
4038,1298.255276408383,CovertVowelA
4039,1298.2553284562264,CovertStartISI
4040,1298.9549468906143,CovertEndISI
4041,1298.9550235768575,ISICovertVowelA
4042,1298.9550768567215,CovertStartSpeech
4043,1300.4550238775237,CovertEndSpeech
4044,1300.4551079548864,SpeechCovertVowelA
4045,1300.455162774776,CovertStartITI
4046,1300.9550997403067,CovertEndITI
4047,1300.9551816616358,ITICovertVowelA
4048,1300.9557569619647,CovertStartFixation
4049,1301.7383039110473,CovertEndFixation
4050,1301.7383842933505,FixationCovertVowel:A
4051,1301.7404304885295,CovertStartStimulus
4052,1302.4881637781054,CovertEndStimulus
4053,1302.4882358452742,TargetCovertVowelI
4054,1302.4882549395834,CovertVowelI
4055,1302.4882971322677,CovertStartISI
4056,1303.2714649624186,CovertEndISI
4057,1303.271540416642,ISICovertVowelI
4058,1303.2715782972564,CovertStartSpeech
4059,1304.771571206802,CovertEndSpeech
4060,1304.7716494330698,SpeechCovertVowelI
4061,1304.771682078599,CovertStartITI
4062,1305.2717369990442,CovertEndITI
4063,1305.2718099892272,ITICovertVowelI
4064,1305.2723880606009,CovertStartFixation
4065,1305.7881451606581,CovertEndFixation
4066,1305.7881707230727,FixationCovertVowel:I
4067,1305.790924340722,CovertStartStimulus
4068,1306.538328095955,CovertEndStimulus
4069,1306.5384097092783,TargetCovertVowelSilencio
4070,1306.5384389667524,CovertSilence
4071,1306.5384913226017,CovertStartISI
4072,1307.2881793388733,CovertEndISI
4073,1307.288257873147,ISICovertVowelSilencio
4074,1307.288295446756,CovertStartSpeech
4075,1308.7881469950098,CovertEndSpeech
4076,1308.788171940415,SpeechCovertVowelSilencio
4077,1308.788205201954,CovertStartITI
4078,1309.2881122940007,CovertEndITI
4079,1309.2881812801197,ITICovertVowelSilencio
4080,1309.2886666509894,CovertStartFixation
4081,1309.888305453197,CovertEndFixation
4082,1309.8883784443806,FixationCovertVowel:Silencio
4083,1309.8904692962833,CovertStartStimulus
4084,1310.6383461031864,CovertEndStimulus
4085,1310.6384194013754,TargetCovertVowelO
4086,1310.6384492748593,CovertVowelO
4087,1310.6385028627292,CovertStartISI
4088,1311.6051017842337,CovertEndISI
4089,1311.6051864776073,ISICovertVowelO
4090,1311.6052400654762,CovertStartSpeech
4091,1313.1050167755166,CovertEndSpeech
4092,1313.1050996208596,SpeechCovertVowelO
